id,ja_name,scientific_name,family,genus,leaf_persistence,leaf_type,leaf_complexity,leaf_arrangement,leaf_margin,serration,source_note,reference_page,review_status,review_confidence,needs_review_reason,family_ja_raw,family_latin_raw,genus_ja_raw,genus_latin_raw,leaf_type_raw,leaf_complexity_raw,leaf_arrangement_raw,leaf_margin_raw,serration_raw,trait_label_terms_raw,trait_terms_raw
trait-candidate-0386,ヒトツバハギ,,コミカンソウ科,Flueggea/Antidesma,常緑,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,429,needs_review,high,scientific_name_excluded_from_public_candidate,コミカンソウ科,Phyllanthaceae,ヒトツパハギ属,Flueggea/Antidesma,,不分裂葉;分裂葉,互生,,,不分裂葉;■互生;常緑樹,常緑;不分裂葉;分裂葉;互生
trait-candidate-0387,ミッキーマウスノキ,,オクナ科,Ochna/Passifloraceae,常緑,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,430,needs_review,high,scientific_name_excluded_from_public_candidate,オクナ科,Ochnaceae,オクナ属,Ochna/Passifloraceae,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;鋸歯縁;常緑樹;分裂葉,常緑;不分裂葉;分裂葉;互生;全縁;細鋸歯;鋸歯
trait-candidate-0388,イヌコリヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,431,needs_review,medium,low_mean_recognition_confidence;scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,対生,,鋸歯,不分裂葉;対生・百生;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;鋸歯
trait-candidate-0389,コリヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生;対生,全縁,なし,入力支援候補。公開前に要確認,432|2,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生;対生,全縁,,不分裂葉;対生・互生;銅歯線・全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;全縁;鋸歯
trait-candidate-0390,シロヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,433,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;一鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0391,シダレヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,434|34,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生;不分裂葉;互生;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0392,カワヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,435,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,,不分裂葉;一互生;落葉樹,落葉;不分裂葉;分裂葉;互生
trait-candidate-0393,オノエヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,436,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯緑・全縁落葉樹,落葉;不分裂葉;分裂葉;全縁;波状;鋸歯
trait-candidate-0394,エゾノキヌヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,43|437,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;全縁・鋸歯縁;落葉樹;「互生;鋸歯縁,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0395,タチヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,438,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0396,ジャヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,439,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,,不分裂葉;不分裂葉 互生;落葉樹,落葉;不分裂葉;分裂葉;互生
trait-candidate-0397,マルバヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,440,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;鋸歯緑落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0398,ネコヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,441,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉
trait-candidate-0399,バッコヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,442,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生;不分裂葉;鋸歯は波;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0400,ヤマヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,443,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;落葉樹;鋸歯は内曲し,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0401,キツネヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,444,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
trait-candidate-0402,オオキツネヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,445,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉
trait-candidate-0403,コマイワヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,446|5,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0404,シバヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,全縁;鋸歯縁,あり,入力支援候補。公開前に要確認,447,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,全縁,鋸歯,不分裂葉;一鋸歯縁;互生・対牛;鋸歯はない;全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;全縁;鋸歯
trait-candidate-0405,ケショウヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,448,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0406,オオバヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,449,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0407,ヤマナラシ,,ヤナギ科,Populus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,450,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤマナラシ属,Populus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;一鋸歯緑落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0408,ドロノキ,,ヤナギ科,Populus,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,451,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤマナラシ属,Populus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉
trait-candidate-0409,セイヨウハコヤナギ,,ヤナギ科,Populus,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,452,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤマナラシ属,Populus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
trait-candidate-0410,カロリナボプラ,,ヤナギ科,Populus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,453,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤマナラシ属,Populus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;鋸鋸歯緑落葉樹;鋸歯縁;落葉樹;分裂葉;分裂葉互生;互生,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0411,イイギリ,,ヤナギ科,Idesia,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,454,needs_review,medium,low_mean_recognition_confidence;scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,イギリ属,Idesia,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;鋸歯緑落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0412,クスドイゲ,,ヤナギ科,Xylosma,常緑,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,455,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,,Xylosma,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁;常緑樹,常緑;不分裂葉;分裂葉;鋸歯
trait-candidate-0413,キンシバイ,,オトギリソウ科,Hypericum,常緑;落葉,広葉樹,単葉,,全縁,なし,入力支援候補。公開前に要確認,456,needs_review,high,scientific_name_excluded_from_public_candidate,オトギリソウ科,Hypericaceae,オトギリソウ属,Hypericum,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;半常緑樹,常緑;落葉;半常緑;不分裂葉;分裂葉;対生;全縁
trait-candidate-0414,セイヨウキンシバイ,,オトギリソウ科,Hypericum,常緑,広葉樹,単葉,,,,入力支援候補。公開前に要確認,457,needs_review,high,scientific_name_excluded_from_public_candidate,オトギリソウ科,Hypericaceae,オトギリソウ属,Hypericum,,不分裂葉;分裂葉,,,,不分裂葉;半常緑樹,常緑;半常緑;不分裂葉;分裂葉;対生
trait-candidate-0415,サルスベリ,,ミソハギ科,Lagerstroemia,落葉,広葉樹,単葉,互生;対生,全縁,なし,入力支援候補。公開前に要確認,458,needs_review,high,scientific_name_excluded_from_public_candidate,ミソハギ科,Lythraceae,サルスベリ属,Lagerstroemia,,不分裂葉;分裂葉,互生;対生,全縁,,不分裂葉;不分裂葉互生・対生全縁;互生・対生全縁;互生・対生;全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;全縁
trait-candidate-0416,シマサルスベリ,,ミソハギ科,Lagerstroemia/Punica,落葉,広葉樹,単葉,互生;対生,,,入力支援候補。公開前に要確認,459,needs_review,high,scientific_name_excluded_from_public_candidate,ミソハギ科,Lythraceae,サルスベリ属,Lagerstroemia/Punica,,不分裂葉;分裂葉,互生;対生,,,不分裂葉;五字対生 全縁落葉樹;互生・対生・;一対生;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;束生
trait-candidate-0417,ハナマキ,,フトモモ科,Callistemon/Melaleuca,常緑,広葉樹,単葉,互生;対生,全縁,なし,入力支援候補。公開前に要確認,460,needs_review,high,scientific_name_excluded_from_public_candidate,フトモモ科,Myrtaceae,ブラシノキ属,Callistemon/Melaleuca,,不分裂葉;分裂葉,互生;対生,全縁,,不分裂葉;全縁;常緑樹;互生・対生,常緑;不分裂葉;分裂葉;互生;対生;全縁
trait-candidate-0418,ユーカリノキ,,フトモモ科,Eucalyptus,常緑,広葉樹,単葉,互生;対生,,,入力支援候補。公開前に要確認,461,needs_review,high,scientific_name_excluded_from_public_candidate,フトモモ科,Myrtaceae,ユーカリノキ属,Eucalyptus,,不分裂葉;分裂葉,互生;対生,,,不分裂葉;一互生・対生;常緑樹,常緑;不分裂葉;分裂葉;互生;対生
trait-candidate-0419,ギンバイカ,,フトモモ科,Myrtus/Acca,常緑,広葉樹,単葉,,全縁,なし,入力支援候補。公開前に要確認,462,needs_review,high,scientific_name_excluded_from_public_candidate,フトモモ科,Myrtaceae,ギンバイカ属,Myrtus/Acca,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;対生;全縁
trait-candidate-0420,テリハバンジロウ,,フトモモ科,Psidium/Melastomataceae,常緑,広葉樹,単葉,対生,,,入力支援候補。公開前に要確認,463,needs_review,high,scientific_name_excluded_from_public_candidate,フトモモ科,Myrtaceae,バンジロウ属,Psidium/Melastomataceae,,不分裂葉;分裂葉,対生,,,不分裂葉;対生;常緑樹,常緑;不分裂葉;分裂葉;対生
trait-candidate-0421,ミツパウツギ,,ミツバウツギ科,Staphylea,落葉,広葉樹,三出複葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,464,needs_review,medium,low_mean_recognition_confidence;scientific_name_to_be_filled_later;family_corrected_by_rule,ミツパウツギ科,Staphyleaceae,ミツパウツギ属,Staphylea,,三出複葉;複葉,対生,,鋸歯,三出複葉対生;三出複葉;鋸歯縁落葉樹,落葉;三出複葉;複葉;対生;鋸歯
trait-candidate-0422,ゴンズイ,,ミツバウツギ科,Staphylea,落葉,広葉樹,羽状複葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,465,needs_review,medium,low_mean_recognition_confidence;scientific_name_to_be_filled_later,ミツバウツギ科,Staphyleaceae,ミツパウツギ属,Staphylea,,羽状複葉;複葉,対生,,鋸歯,羽状複葉;対生;鋸歯縁;鋸歯縁落葉樹;落葉樹,落葉;羽状複葉;複葉;対生;鋸歯
trait-candidate-0423,キブシ,,キブシ科,Stachyurus,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,166,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,キプシ科,Stachyuraceae,キプシ属,Stachyurus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
trait-candidate-0424,ツタウルシ,,ウルシ科,Toxicodendron,落葉,広葉樹,三出複葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,467,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,三出複葉;複葉,,,鋸歯,三出複葉;全縁・鋸歯緑落葉樹,落葉;三出複葉;複葉;全縁;鋸歯
trait-candidate-0425,ヤマウルシ,,ウルシ科,Toxicodendron,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,468,needs_review,high,scientific_name_to_be_filled_later,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,羽状複葉;複葉,互生,,鋸歯,羽状複葉互生;羽状複葉;全縁・鋸歯縁;落葉樹,落葉;羽状複葉;複葉;互生;鋸歯
trait-candidate-0426,ウルシ,,ウルシ科,Toxicodendron,落葉,広葉樹,羽状複葉,互生,,,入力支援候補。公開前に要確認,469,needs_review,high,scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,羽状複葉;複葉,互生,,,●羽状複葉互生全縁;落葉樹,落葉;羽状複葉;複葉;互生
trait-candidate-0427,ハゼノキ,,ウルシ科,Toxicodendron,落葉,広葉樹,羽状複葉,,全縁,なし,入力支援候補。公開前に要確認,470,needs_review,high,scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,羽状複葉;複葉,,全縁,,羽状複葉;全縁;落葉樹,落葉;羽状複葉;複葉;全縁
trait-candidate-0428,ヤマハゼ,,ウルシ科,Toxicodendron,落葉,広葉樹,羽状複葉,,全縁,なし,入力支援候補。公開前に要確認,47|471,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,羽状複葉;複葉,,全縁,,羽状複葉;全縁落葉樹;全縁;落葉樹,落葉;羽状複葉;複葉;全縁;鋸歯
trait-candidate-0429,ヌルデ,,ウルシ科,Rhus,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,172,needs_review,high,scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ヌルデ属,Rhus,,羽状複葉;複葉,互生,,鋸歯,羽状複葉互生;羽状複葉;鋸歯縁落葉樹,落葉;羽状複葉;複葉;互生;鋸歯
trait-candidate-0430,チャンチンモドキ,,ウルシ科,Choerospondias,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,473,needs_review,high,scientific_name_to_be_filled_later,ウルシ科,Anacardiaceae,チャンチンモドキ属,Choerospondias,,羽状複葉;複葉,互生,,鋸歯,二、羽伏復業互全録・堀南球落葉樹;羽状複葉;一互生;全縁・鋸歯縁;落葉樹,落葉;羽状複葉;複葉;互生;全縁;鋸歯
trait-candidate-0431,ランシンボク,,ウルシ科,Pistacia/Cotinus,落葉,広葉樹,羽状複葉;単葉,互生,全縁,なし,入力支援候補。公開前に要確認,474,needs_review,high,scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ランシンボク属,Pistacia/Cotinus,,羽状複葉;不分裂葉;分裂葉;複葉,互生,全縁,,羽状複葉;全縁;落葉樹;不分裂葉;互生,落葉;羽状複葉;不分裂葉;分裂葉;複葉;互生;対生;全縁
trait-candidate-0432,ハウチワノキ,,ムクロジ科,Dodonaea/Acer,常緑,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,475,needs_review,high,scientific_name_to_be_filled_later,ムクロジ科,Sapindaceae,ハウチワノキ属,Dodonaea/Acer,,不分裂葉;分裂葉,対生,,鋸歯,"不分裂葉;常緑樹;鋸歯縁の葉;""対生全縁;一対生",常緑;不分裂葉;分裂葉;対生;浅裂;鋸歯
trait-candidate-0433,イロハモミジ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,476,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,,落葉樹,落葉;切れ込み;重鋸歯;鋸歯
trait-candidate-0434,オオモミジ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,477,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,,落葉樹,落葉;切れ込み;重鋸歯;鋸歯
trait-candidate-0435,コハウチワカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,,,入力支援候補。公開前に要確認,478,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,,分裂集対生;落葉樹,落葉;対生
trait-candidate-0436,ハウチワカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,479,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,鋸歯,対生;鋸歯緑;落葉樹,落葉;羽状複葉;不分裂葉;分裂葉;複葉;対生;鋸歯
trait-candidate-0437,オオイタヤメイゲツ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,,,入力支援候補。公開前に要確認,480,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,,分裂集対生;落葉樹,落葉;対生;切れ込み;重鋸歯;鋸歯
trait-candidate-0438,テツカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,481,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,鋸歯,鋸歯縁;落葉樹,落葉;浅裂;鋸歯
trait-candidate-0439,ウリハダカエデ,,ムクロジ科,Acer,常緑;落葉,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,482,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,鋸歯,分裂集対生;鋸歯緑落葉樹;落葉樹,常緑;落葉;対生;浅裂;鋸歯
trait-candidate-0440,ホソエカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,483,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,,落葉樹,落葉;浅裂
trait-candidate-0441,ウリカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,484,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,不分裂葉;分裂葉,対生,,鋸歯,分裂葉・不分裂葉;分裂葉・不分裂葉対生;○鋸歯緑落葉樹;落葉樹,落葉;不分裂葉;分裂葉;対生;浅裂;重鋸歯;鋸歯
trait-candidate-0442,ハナノキ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,44|485,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,不分裂葉;分裂葉,,,鋸歯,分裂葉・不分裂葉;鋸歯経;落葉樹,落葉;不分裂葉;分裂葉;切れ込み;浅裂;重鋸歯;鋸歯
trait-candidate-0443,コミネカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,,,入力支援候補。公開前に要確認,486,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,分裂葉,対生,,,分裂葉対生;落葉樹,落葉;分裂葉;対生;切れ込み
trait-candidate-0444,ミネカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,487,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,,落葉樹,落葉
trait-candidate-0445,オガラバナ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,188,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,鋸歯,分裂集対生;落葉樹;鋸歯がある,落葉;対生;切れ込み;鋸歯
trait-candidate-0446,アサノハカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,489,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,鋸歯,鋸歯縁落葉樹;落葉樹;鋸歯がある,落葉;切れ込み;重鋸歯;鋸歯
trait-candidate-0447,カジカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,490,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,鋸歯,分裂集対生;鋸歯緑落葉樹;落葉樹,落葉;対生;鋸歯
trait-candidate-0448,クロビイタヤ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,49|491,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,鋸歯,対生;鋸歯縁;落葉樹;の鋸歯の先は,落葉;対生;鋸歯
trait-candidate-0449,イタヤカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,全縁,なし,入力支援候補。公開前に要確認,492,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,分裂葉,対生,全縁,,分裂葉対生;全縁;落葉樹,落葉;分裂葉;対生;全縁;深裂;鋸歯
trait-candidate-0450,オニイタヤ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,全縁,なし,入力支援候補。公開前に要確認,493,needs_review,high,scientific_name_to_be_filled_later,ムクロジ科,Sapindaceae,カエデ属,Acer,,分裂葉,対生,全縁,,分裂葉対生;分裂葉対牛;全縁;落葉樹,落葉;分裂葉;対生;全縁;切れ込み;浅裂
trait-candidate-0451,トウカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,494|44,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,鋸歯,分裂集対生;全縁・鋸歯緑落葉樹,落葉;対生;全縁;切れ込み;鋸歯
trait-candidate-0452,トネリコバノカエデ,,ムクロジ科,Acer,落葉,広葉樹,羽状複葉,対生,全縁;鋸歯縁,あり,入力支援候補。公開前に要確認,495,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,羽状複葉;複葉,対生,全縁,鋸歯,羽状複葉;対生;鋸歯縁・全縁;落葉樹,落葉;羽状複葉;複葉;対生;全縁;切れ込み;鋸歯
trait-candidate-0453,ミツデカエデ,,ムクロジ科,Acer,落葉,広葉樹,三出複葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,496,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,三出複葉;複葉,対生,,鋸歯,三出複葉対生;三出複葉;鋸歯縁落葉樹,落葉;掌状複葉;三出複葉;複葉;対生;鋸歯
trait-candidate-0454,メグスリノキ,,ムクロジ科,Acer,,広葉樹,単葉,対生,,,入力支援候補。公開前に要確認,497,needs_review,medium,low_mean_recognition_confidence;scientific_name_to_be_filled_later,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,,一対生,三出複葉;複葉;対生;浅裂;鋸歯
