id,ja_name,scientific_name,family,genus,leaf_persistence,leaf_type,leaf_complexity,leaf_arrangement,leaf_margin,serration,source_note,source_page,review_status,review_confidence,needs_review_reason,family_ja_ocr,family_latin_ocr,genus_ja_ocr,genus_latin_ocr,leaf_type_ocr,leaf_complexity_ocr,leaf_arrangement_ocr,leaf_margin_ocr,serration_ocr,trait_label_texts_ocr,trait_terms_detected_all_text
hayashi-2019-s215-l,コバンノキ,,コミカンソウ科,Phyllanthus,落葉,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.428 OCR候補。公開前に要確認,428,needs_review,high,scientific_name_excluded_from_public_candidate,コミカンソウ科,Phyllanthaceae,コミカンソウ属,Phyllanthus,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;落葉樹,落葉;不分裂葉;分裂葉;単葉;複葉;互生;全縁
hayashi-2019-s215-r,ヒトツバハギ,,コミカンソウ科,Flueggea/Antidesma,常緑,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.429 OCR候補。公開前に要確認,429,needs_review,high,scientific_name_excluded_from_public_candidate,コミカンソウ科,Phyllanthaceae,ヒトツパハギ属,Flueggea/Antidesma,,不分裂葉;分裂葉,互生,,,不分裂葉;■互生;常緑樹,常緑;不分裂葉;分裂葉;互生
hayashi-2019-s216-l,ミッキーマウスノキ,,オクナ科,Ochna/Passifloraceae,常緑,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.430 OCR候補。公開前に要確認,430,needs_review,high,scientific_name_excluded_from_public_candidate,オクナ科,Ochnaceae,オクナ属,Ochna/Passifloraceae,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;鋸歯縁;常緑樹;分裂葉,常緑;不分裂葉;分裂葉;互生;全縁;細鋸歯;鋸歯
hayashi-2019-s216-r,イヌコリヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.431 OCR候補。公開前に要確認,431,needs_review,medium,low_mean_ocr_confidence;scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,対生,,鋸歯,不分裂葉;対生・百生;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;鋸歯
hayashi-2019-s217-l,コリヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生;対生,全縁,なし,林将之 (2019)『樹木の葉』 p.432|2 OCR候補。公開前に要確認,432|2,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生;対生,全縁,,不分裂葉;対生・互生;銅歯線・全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;全縁;鋸歯
hayashi-2019-s217-r,シロヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.433 OCR候補。公開前に要確認,433,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;一鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s218-l,シダレヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.434|34 OCR候補。公開前に要確認,434|34,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生;不分裂葉;互生;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s218-r,カワヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.435 OCR候補。公開前に要確認,435,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,,不分裂葉;一互生;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s219-l,オノエヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.436 OCR候補。公開前に要確認,436,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯緑・全縁落葉樹,落葉;不分裂葉;分裂葉;全縁;波状;鋸歯
hayashi-2019-s219-r,エゾノキヌヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.43|437 OCR候補。公開前に要確認,43|437,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;全縁・鋸歯縁;落葉樹;「互生;鋸歯縁,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s220-l,タチヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.438 OCR候補。公開前に要確認,438,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s220-r,ジャヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.439 OCR候補。公開前に要確認,439,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,,不分裂葉;不分裂葉 互生;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s221-l,マルバヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.440 OCR候補。公開前に要確認,440,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;鋸歯緑落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s221-r,ネコヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.441 OCR候補。公開前に要確認,441,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉
hayashi-2019-s222-l,バッコヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.442 OCR候補。公開前に要確認,442,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生;不分裂葉;鋸歯は波;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s222-r,ヤマヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.443 OCR候補。公開前に要確認,443,needs_review,high,scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;落葉樹;鋸歯は内曲し,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s223-l,キツネヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.444 OCR候補。公開前に要確認,444,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s223-r,オオキツネヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.445 OCR候補。公開前に要確認,445,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉
hayashi-2019-s224-l,コマイワヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.446|5 OCR候補。公開前に要確認,446|5,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s224-r,シバヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,全縁;鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.447 OCR候補。公開前に要確認,447,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,全縁,鋸歯,不分裂葉;一鋸歯縁;互生・対牛;鋸歯はない;全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;全縁;鋸歯
hayashi-2019-s225-l,ケショウヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.448 OCR候補。公開前に要確認,448,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s225-r,オオバヤナギ,,ヤナギ科,Salix,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.449 OCR候補。公開前に要確認,449,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤナギ属,Salix,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s226-l,ヤマナラシ,,ヤナギ科,Populus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.450 OCR候補。公開前に要確認,450,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤマナラシ属,Populus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;一鋸歯緑落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s226-r,ドロノキ,,ヤナギ科,Populus,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.451 OCR候補。公開前に要確認,451,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤマナラシ属,Populus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉
hayashi-2019-s227-l,セイヨウハコヤナギ,,ヤナギ科,Populus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.452 OCR候補。公開前に要確認,452,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤマナラシ属,Populus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s227-r,カロリナボプラ,,ヤナギ科,Populus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.453 OCR候補。公開前に要確認,453,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,ヤマナラシ属,Populus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;鋸鋸歯緑落葉樹;鋸歯縁;落葉樹;分裂葉;分裂葉互生;互生,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s228-l,イイギリ,,ヤナギ科,Idesia,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.454 OCR候補。公開前に要確認,454,needs_review,medium,low_mean_ocr_confidence;scientific_name_to_be_filled_later,ヤナギ科,Salicaceae,イギリ属,Idesia,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;鋸歯緑落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s228-r,クスドイゲ,,ヤナギ科,Xylosma,常緑,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.455 OCR候補。公開前に要確認,455,needs_review,high,scientific_name_excluded_from_public_candidate,ヤナギ科,Salicaceae,,Xylosma,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁;常緑樹,常緑;不分裂葉;分裂葉;鋸歯
hayashi-2019-s229-l,キンシバイ,,オトギリソウ科,Hypericum,常緑;落葉,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.456 OCR候補。公開前に要確認,456,needs_review,high,scientific_name_excluded_from_public_candidate,オトギリソウ科,Hypericaceae,オトギリソウ属,Hypericum,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;半常緑樹,常緑;落葉;半常緑;不分裂葉;分裂葉;対生;全縁
hayashi-2019-s229-r,セイヨウキンシバイ,,オトギリソウ科,Hypericum,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.457 OCR候補。公開前に要確認,457,needs_review,high,scientific_name_excluded_from_public_candidate,オトギリソウ科,Hypericaceae,オトギリソウ属,Hypericum,,不分裂葉;分裂葉,,,,不分裂葉;半常緑樹,常緑;半常緑;不分裂葉;分裂葉;対生
hayashi-2019-s230-l,サルスベリ,,ミソハギ科,Lagerstroemia,落葉,広葉樹,単葉,互生;対生,全縁,なし,林将之 (2019)『樹木の葉』 p.458 OCR候補。公開前に要確認,458,needs_review,high,scientific_name_excluded_from_public_candidate,ミソハギ科,Lythraceae,サルスベリ属,Lagerstroemia,,不分裂葉;分裂葉,互生;対生,全縁,,不分裂葉;不分裂葉互生・対生全縁;互生・対生全縁;互生・対生;全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;全縁
hayashi-2019-s230-r,シマサルスベリ,,ミソハギ科,Lagerstroemia/Punica,落葉,広葉樹,単葉,互生;対生,,,林将之 (2019)『樹木の葉』 p.459 OCR候補。公開前に要確認,459,needs_review,high,scientific_name_excluded_from_public_candidate,ミソハギ科,Lythraceae,サルスベリ属,Lagerstroemia/Punica,,不分裂葉;分裂葉,互生;対生,,,不分裂葉;五字対生 全縁落葉樹;互生・対生・;一対生;落葉樹,落葉;不分裂葉;分裂葉;互生;対生;束生
hayashi-2019-s231-l,ハナマキ,,フトモモ科,Callistemon/Melaleuca,常緑,広葉樹,単葉,互生;対生,全縁,なし,林将之 (2019)『樹木の葉』 p.460 OCR候補。公開前に要確認,460,needs_review,high,scientific_name_excluded_from_public_candidate,フトモモ科,Myrtaceae,ブラシノキ属,Callistemon/Melaleuca,,不分裂葉;分裂葉,互生;対生,全縁,,不分裂葉;全縁;常緑樹;互生・対生,常緑;不分裂葉;分裂葉;互生;対生;全縁
hayashi-2019-s231-r,ユーカリノキ,,フトモモ科,Eucalyptus,常緑,広葉樹,単葉,互生;対生,,,林将之 (2019)『樹木の葉』 p.461 OCR候補。公開前に要確認,461,needs_review,high,scientific_name_excluded_from_public_candidate,フトモモ科,Myrtaceae,ユーカリノキ属,Eucalyptus,,不分裂葉;分裂葉,互生;対生,,,不分裂葉;一互生・対生;常緑樹,常緑;不分裂葉;分裂葉;互生;対生
hayashi-2019-s232-l,ギンバイカ,,フトモモ科,Myrtus/Acca,常緑,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.462 OCR候補。公開前に要確認,462,needs_review,high,scientific_name_excluded_from_public_candidate,フトモモ科,Myrtaceae,ギンバイカ属,Myrtus/Acca,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;対生;全縁
hayashi-2019-s232-r,テリハバンジロウ,,フトモモ科,Psidium/Melastomataceae,常緑,広葉樹,単葉,対生,,,林将之 (2019)『樹木の葉』 p.463 OCR候補。公開前に要確認,463,needs_review,high,scientific_name_excluded_from_public_candidate,フトモモ科,Myrtaceae,バンジロウ属,Psidium/Melastomataceae,,不分裂葉;分裂葉,対生,,,不分裂葉;対生;常緑樹,常緑;不分裂葉;分裂葉;対生
hayashi-2019-s233-l,ミツパウツギ,,ミツバウツギ科,Staphylea,落葉,広葉樹,三出複葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.464 OCR候補。公開前に要確認,464,needs_review,medium,low_mean_ocr_confidence;scientific_name_to_be_filled_later;family_corrected_by_rule,ミツパウツギ科,Staphyleaceae,ミツパウツギ属,Staphylea,,三出複葉;複葉,対生,,鋸歯,三出複葉対生;三出複葉;鋸歯縁落葉樹,落葉;三出複葉;複葉;対生;鋸歯
hayashi-2019-s233-r,ゴンズイ,,ミツバウツギ科,Staphylea,落葉,広葉樹,羽状複葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.465 OCR候補。公開前に要確認,465,needs_review,medium,low_mean_ocr_confidence;scientific_name_to_be_filled_later,ミツバウツギ科,Staphyleaceae,ミツパウツギ属,Staphylea,,羽状複葉;複葉,対生,,鋸歯,羽状複葉;対生;鋸歯縁;鋸歯縁落葉樹;落葉樹,落葉;羽状複葉;複葉;対生;鋸歯
hayashi-2019-s234-l,キブシ,,キブシ科,Stachyurus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.166 OCR候補。公開前に要確認,166,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,キプシ科,Stachyuraceae,キプシ属,Stachyurus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s234-r,ツタウルシ,,ウルシ科,Toxicodendron,落葉,広葉樹,三出複葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.467 OCR候補。公開前に要確認,467,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,三出複葉;複葉,,,鋸歯,三出複葉;全縁・鋸歯緑落葉樹,落葉;三出複葉;複葉;全縁;鋸歯
hayashi-2019-s235-l,ヤマウルシ,,ウルシ科,Toxicodendron,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.468 OCR候補。公開前に要確認,468,needs_review,high,scientific_name_to_be_filled_later,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,羽状複葉;複葉,互生,,鋸歯,羽状複葉互生;羽状複葉;全縁・鋸歯縁;落葉樹,落葉;羽状複葉;複葉;互生;鋸歯
hayashi-2019-s235-r,ウルシ,,ウルシ科,Toxicodendron,落葉,広葉樹,羽状複葉,互生,,,林将之 (2019)『樹木の葉』 p.469 OCR候補。公開前に要確認,469,needs_review,high,scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,羽状複葉;複葉,互生,,,●羽状複葉互生全縁;落葉樹,落葉;羽状複葉;複葉;互生
hayashi-2019-s236-l,ハゼノキ,,ウルシ科,Toxicodendron,落葉,広葉樹,羽状複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.470 OCR候補。公開前に要確認,470,needs_review,high,scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,羽状複葉;複葉,,全縁,,羽状複葉;全縁;落葉樹,落葉;羽状複葉;複葉;全縁
hayashi-2019-s236-r,ヤマハゼ,,ウルシ科,Toxicodendron,落葉,広葉樹,羽状複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.47|471 OCR候補。公開前に要確認,47|471,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ウルシ属,Toxicodendron,,羽状複葉;複葉,,全縁,,羽状複葉;全縁落葉樹;全縁;落葉樹,落葉;羽状複葉;複葉;全縁;鋸歯
hayashi-2019-s237-l,ヌルデ,,ウルシ科,Rhus,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.172 OCR候補。公開前に要確認,172,needs_review,high,scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ヌルデ属,Rhus,,羽状複葉;複葉,互生,,鋸歯,羽状複葉互生;羽状複葉;鋸歯縁落葉樹,落葉;羽状複葉;複葉;互生;鋸歯
hayashi-2019-s237-r,チャンチンモドキ,,ウルシ科,Choerospondias,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.473 OCR候補。公開前に要確認,473,needs_review,high,scientific_name_to_be_filled_later,ウルシ科,Anacardiaceae,チャンチンモドキ属,Choerospondias,,羽状複葉;複葉,互生,,鋸歯,二、羽伏復業互全録・堀南球落葉樹;羽状複葉;一互生;全縁・鋸歯縁;落葉樹,落葉;羽状複葉;複葉;互生;全縁;鋸歯
hayashi-2019-s238-l,ランシンボク,,ウルシ科,Pistacia/Cotinus,落葉,広葉樹,羽状複葉;単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.474 OCR候補。公開前に要確認,474,needs_review,high,scientific_name_excluded_from_public_candidate,ウルシ科,Anacardiaceae,ランシンボク属,Pistacia/Cotinus,,羽状複葉;不分裂葉;分裂葉;複葉,互生,全縁,,羽状複葉;全縁;落葉樹;不分裂葉;互生,落葉;羽状複葉;不分裂葉;分裂葉;複葉;互生;対生;全縁
hayashi-2019-s238-r,ハウチワノキ,,ムクロジ科,Dodonaea/Acer,常緑,広葉樹,単葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.475 OCR候補。公開前に要確認,475,needs_review,high,scientific_name_to_be_filled_later,ムクロジ科,Sapindaceae,ハウチワノキ属,Dodonaea/Acer,,不分裂葉;分裂葉,対生,,鋸歯,"不分裂葉;常緑樹;鋸歯縁の葉;""対生全縁;一対生",常緑;不分裂葉;分裂葉;対生;浅裂;鋸歯
hayashi-2019-s239-l,イロハモミジ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.476 OCR候補。公開前に要確認,476,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,,落葉樹,落葉;切れ込み;重鋸歯;鋸歯
hayashi-2019-s239-r,オオモミジ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.477 OCR候補。公開前に要確認,477,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,,落葉樹,落葉;切れ込み;重鋸歯;鋸歯
hayashi-2019-s240-l,コハウチワカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,,,林将之 (2019)『樹木の葉』 p.478 OCR候補。公開前に要確認,478,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,,分裂集対生;落葉樹,落葉;対生
hayashi-2019-s240-r,ハウチワカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.479 OCR候補。公開前に要確認,479,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,鋸歯,対生;鋸歯緑;落葉樹,落葉;羽状複葉;不分裂葉;分裂葉;複葉;対生;鋸歯
hayashi-2019-s241-l,オオイタヤメイゲツ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,,,林将之 (2019)『樹木の葉』 p.480 OCR候補。公開前に要確認,480,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,,分裂集対生;落葉樹,落葉;対生;切れ込み;重鋸歯;鋸歯
hayashi-2019-s241-r,テツカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.481 OCR候補。公開前に要確認,481,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,鋸歯,鋸歯縁;落葉樹,落葉;浅裂;鋸歯
hayashi-2019-s242-l,ウリハダカエデ,,ムクロジ科,Acer,常緑;落葉,広葉樹,単葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.482 OCR候補。公開前に要確認,482,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,鋸歯,分裂集対生;鋸歯緑落葉樹;落葉樹,常緑;落葉;対生;浅裂;鋸歯
hayashi-2019-s242-r,ホソエカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.483 OCR候補。公開前に要確認,483,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,,落葉樹,落葉;浅裂
hayashi-2019-s243-l,ウリカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.484 OCR候補。公開前に要確認,484,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,不分裂葉;分裂葉,対生,,鋸歯,分裂葉・不分裂葉;分裂葉・不分裂葉対生;○鋸歯緑落葉樹;落葉樹,落葉;不分裂葉;分裂葉;対生;浅裂;重鋸歯;鋸歯
hayashi-2019-s243-r,ハナノキ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.44|485 OCR候補。公開前に要確認,44|485,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,不分裂葉;分裂葉,,,鋸歯,分裂葉・不分裂葉;鋸歯経;落葉樹,落葉;不分裂葉;分裂葉;切れ込み;浅裂;重鋸歯;鋸歯
hayashi-2019-s244-l,コミネカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,,,林将之 (2019)『樹木の葉』 p.486 OCR候補。公開前に要確認,486,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,分裂葉,対生,,,分裂葉対生;落葉樹,落葉;分裂葉;対生;切れ込み
hayashi-2019-s244-r,ミネカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.487 OCR候補。公開前に要確認,487,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,,落葉樹,落葉
hayashi-2019-s245-l,オガラバナ,,ムクロジ科,Acer,落葉,広葉樹,単葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.188 OCR候補。公開前に要確認,188,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,対生,,鋸歯,分裂集対生;落葉樹;鋸歯がある,落葉;対生;切れ込み;鋸歯
hayashi-2019-s245-r,アサノハカエデ,,ムクロジ科,Acer,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.489 OCR候補。公開前に要確認,489,needs_review,high,scientific_name_excluded_from_public_candidate,ムクロジ科,Sapindaceae,カエデ属,Acer,,,,,鋸歯,鋸歯縁落葉樹;落葉樹;鋸歯がある,落葉;切れ込み;重鋸歯;鋸歯
